44	24	41	26	4	254	
45	24	158	98	11	255	
46	24	159	98	11	255	
47	24	144	90	11	255	
48	24	14	9	1	233	
1	25	1	1	0	241	
2	25	29	18	2	251	
3	25	71	45	8	206	
9	25	19	12	1	182	
10	25	57	36	7	255	
11	25	188	119	20	255	
12	25	19	12	1	219	
39	25	0	0	0	79	
40	25	0	0	0	153	
41	25	0	0	0	198	
42	25	0	0	0	232	
43	25	82	51	8	253	
44	25	165	102	12	255	
45	25	159	98	11	255	
46	25	159	98	11	255	
47	25	156	96	11	255	
48	25	13	9	2	254	
1	26	3	2	0	206	
2	26	168	106	17	254	
3	26	53	34	6	255	
4	26	65	41	6	253	
5	26	0	0	0	65	
8	26	23	15	2	97	
9	26	32	20	3	255	
10	26	239	151	25	255	
11	26	203	128	21	254	
12	26	8	5	2	234	
13	26	0	0	0	139	
37	26	0	0	0	64	
38	26	0	0	0	230	
39	26	4	3	1	218	
40	26	37	23	5	253	
41	26	92	58	10	254	
42	26	153	97	17	255	
43	26	210	133	22	255	
44	26	232	146	23	255	
45	26	211	132	20	255	
46	26	192	119	16	255	
47	26	52	32	4	255	
48	26	93	59	9	255	
49	26	9	6	1	160	
2	27	17	10	1	217	
3	27	221	139	23	253	
4	27	145	92	15	255	
5	27	20	13	2	231	
6	27	45	28	3	248	
7	27	84	52	7	255	
8	27	54	34	6	255	
9	27	180	114	19	255	
10	27	234	147	25	255	
11	27	21	11	4	255	
12	27	10	4	1	243	
13	27	5	3	1	250	
14	27	133	84	13	250	
36	27	8	5	0	227	
37	27	14	9	1	246	
38	27	84	53	9	255	
39	27	248	157	26	255	
40	27	255	161	27	255	
41	27	255	161	27	255	
42	27	255	161	27	255	
43	27	255	161	27	255	
44	27	255	161	27	255	
45	27	255	161	27	255	
46	27	255	161	27	255	
47	27	247	156	26	255	
48	27	86	54	10	255	
49	27	12	8	2	255	
50	27	66	42	4	107	
2	28	0	0	0	223	
3	28	17	10	1	249	
4	28	255	161	27	255	
5	28	219	138	23	255	
6	28	126	78	9	255	
7	28	96	59	7	255	
8	28	36	23	4	255	
9	28	253	159	26	254	
10	28	99	49	12	231	
11	28	142	53	21	255	
12	28	81	30	12	238	
13	28	130	83	14	255	
14	28	14	9	2	255	
15	28	166	105	17	219	
34	28	12	8	2	200	
35	28	27	17	4	252	
36	28	111	70	12	255	
37	28	242	153	26	255	
38	28	255	161	27	255	
39	28	255	161	27	255	
40	28	255	161	27	255	
41	28	255	161	27	255	
42	28	255	161	27	255	
43	28	255	161	27	255	
44	28	255	161	27	255	
45	28	255	161	27	255	
46	28	255	161	27	255	
47	28	255	161	27	255	
48	28	251	158	27	255	
49	28	61	39	7	255	
50	28	35	22	4	239	
2	29	0	0	0	220	
3	29	164	108	17	255	
4	29	255	161	27	255	
5	29	253	160	27	255	
6	29	185	115	15	255	
7	29	63	38	4	255	
8	29	188	118	18	255	
9	29	230	145	24	228	
10	29	4	2	1	250	
11	29	138	51	19	244	
12	29	103	49	13	246	
13	29	179	113	19	255	
14	29	204	129	22	255	
15	29	28	18	4	255	
16	29	18	9	0	83	
32	29	0	0	0	184	
33	29	28	18	3	249	
34	29	74	47	8	255	
35	29	216	136	23	255	
36	29	255	161	27	255	
37	29	255	161	27	255	
38	29	255	161	27	255	
39	29	255	161	27	255	
40	29	255	161	27	255	
41	29	255	161	27	255	
42	29	255	161	27	255	
43	29	255	161	27	255	
44	29	255	161	27	255	
45	29	255	161	27	255	
46	29	255	161	27	255	
47	29	255	161	27	255	
48	29	255	161	27	255	
49	29	255	161	27	255	
50	29	127	80	13	255	
51	29	3	3	1	203	
2	30	49	33	4	239	
3	30	255	161	27	255	
4	30	255	161	27	255	
5	30	255	161	27	255	
6	30	255	161	27	255	
7	30	246	155	25	255	
8	30	255	161	27	255	
9	30	248	157	26	255	
10	30	139	88	15	255	
11	30	152	96	16	255	
12	30	124	78	13	255	
13	30	242	153	26	255	
14	30	255	161	27	255	
15	30	187	118	20	255	
16	30	66	41	6	247	
30	30	0	0	0	157	
31	30	0	0	0	214	
32	30	38	24	4	253	
33	30	208	132	22	255	
34	30	254	160	27	255	
35	30	255	161	27	255	
36	30	255	161	27	255	
37	30	255	161	27	255	
38	30	255	161	27	255	
39	30	255	161	27	255	
40	30	255	161	27	255	
41	30	255	161	27	255	
42	30	255	161	27	255	
43	30	255	161	27	255	
44	30	255	161	27	255	
45	30	255	161	27	255	
46	30	255	161	27	255	
47	30	255	161	27	255	
48	30	255	161	27	255	
49	30	255	161	27	255	
50	30	252	159	27	255	
51	30	5	2	0	176	
52	30	0	0	0	70	
2	31	96	62	9	243	
3	31	255	161	27	255	
4	31	255	161	27	255	
5	31	255	161	27	255	
6	31	255	161	27	255	
7	31	255	161	27	255	
8	31	255	161	27	255	
9	31	255	161	27	255	
10	31	255	161	27	255	
11	31	255	161	27	255	
12	31	255	161	27	255	
13	31	255	161	27	255	
14	31	255	160	26	249	
15	31	253	160	27	255	
16	31	81	51	8	243	
17	31	1	1	1	198	
27	31	0	0	0	138	
28	31	1	1	1	225	
29	31	2	2	1	219	
30	31	25	16	3	247	
31	31	187	118	20	255	
32	31	253	160	27	255	
33	31	255	161	27	255	
34	31	255	161	27	255	
35	31	255	161	27	255	
36	31	255	161	27	255	
37	31	255	161	27	255	
38	31	255	161	27	255	
39	31	255	161	27	255	
40	31	255	161	27	255	
41	31	255	161	27	255	
42	31	255	161	27	255	
43	31	255	161	27	255	
44	31	255	161	27	255	
45	31	255	161	27	255	
46	31	255	160	26	237	
47	31	255	161	27	255	
48	31	255	161	27	255	
49	31	255	161	27	255	
50	31	255	161	27	255	
51	31	170	107	17	244	
52	31	0	0	0	163	
1	32	0	0	0	62	
2	32	144	92	14	241	
3	32	255	161	27	255	
4	32	255	161	27	255	
5	32	255	161	27	255	
6	32	255	161	27	255	
7	32	255	161	27	255	
8	32	255	161	27	255	
9	32	255	161	27	255	
10	32	255	161	27	255	
11	32	255	161	27	255	
12	32	255	161	27	255	
13	32	255	161	27	255	
14	32	255	161	27	255	
15	32	255	161	27	255	
16	32	251	158	27	255	
17	32	13	8	1	208	
18	32	89	56	9	254	
19	32	112	70	11	246	
20	32	8	6	1	229	
21	32	0	0	0	230	
22	32	0	0	0	204	
23	32	1	1	0	218	
24	32	10	6	0	242	
25	32	28	17	2	253	
26	32	26	16	3	255	
27	32	34	21	4	255	
28	32	131	83	14	255	
29	32	221	140	24	255	
30	32	254	160	27	255	
31	32	255	161	27	255	
32	32	255	161	27	255	
33	32	255	161	27	255	
34	32	255	161	27	255	
35	32	255	161	27	255	
36	32	255	161	27	255	
37	32	255	160	26	254	
38	32	255	161	27	255	
39	32	255	161	27	255	
40	32	255	161	27	255	
41	32	255	161	27	255	
42	32	255	161	27	255	
43	32	255	161	27	255	
44	32	255	161	27	255	
45	32	255	161	27	255	
46	32	255	160	26	254	
47	32	255	161	27	255	
48	32	255	161	27	255	
49	32	255	161	27	255	
50	32	255	161	27	255	
51	32	237	150	25	255	
52	32	1	1	1	214	
1	33	0	0	0	64	
2	33	165	104	17	244	
3	33	255	161	27	255	
4	33	255	161	27	255	
5	33	255	161	27	255	
6	33	253	160	27	255	
7	33	245	155	26	255	
8	33	255	161	27	255	
9	33	255	161	27	255	
10	33	255	161	27	255	
11	33	255	161	27	255	
12	33	255	161	27	255	
13	33	255	161	27	255	
14	33	255	161	27	255	
15	33	255	161	27	255	
16	33	255	161	27	255	
17	33	249	157	26	255	
18	33	131	83	14	255	
19	33	25	16	3	255	
20	33	89	56	10	255	
21	33	195	123	21	255	
22	33	217	137	23	255	
23	33	220	139	23	255	
24	33	221	140	23	255	
25	33	221	140	24	255	
26	33	234	148	25	255	
27	33	255	161	27	255	
28	33	255	161	27	255	
29	33	255	161	27	255	
30	33	255	161	27	255	
31	33	255	161	27	255	
32	33	255	161	27	255	
33	33	255	161	27	255	
34	33	255	161	27	255	
35	33	255	161	27	255	
36	33	255	161	27	255	
37	33	255	161	27	255	
38	33	255	161	27	255	
39	33	255	161	27	255	
40	33	255	161	27	255	
41	33	255	161	27	255	
42	33	255	161	27	255	
43	33	255	161	27	255	
44	33	255	161	27	255	
45	33	255	161	27	255	
46	33	255	161	27	255	
47	33	255	161	27	255	
48	33	255	161	27	255	
49	33	255	161	27	255	
50	33	255	161	27	255	
51	33	255	161	27	255	
52	33	14	9	1	224	
2	34	11	7	2	255	
3	34	22	14	4	255	
4	34	254	160	27	255	
5	34	255	161	27	255	
6	34	52	33	6	255	
7	34	5	3	1	255	
8	34	198	125	21	255	
9	34	255	161	27	255	
10	34	255	161	27	255	
11	34	255	161	27	255	
12	34	255	161	27	255	
13	34	255	161	27	255	
14	34	255	161	27	255	
15	34	255	161	27	255	
16	34	255	161	27	255	
17	34	255	161	27	255	
18	34	255	161	27	255	
19	34	250	158	26	255	
20	34	248	157	26	255	
21	34	255	161	27	255	
22	34	255	161	27	255	
23	34	255	161	27	255	
24	34	255	161	27	255	
25	34	255	161	27	255	
26	34	255	161	27	255	
27	34	255	161	27	255	
28	34	255	161	27	255	
29	34	255	161	27	255	
30	34	255	161	27	255	
31	34	255	161	27	255	
32	34	255	161	27	255	
33	34	255	161	27	255	
34	34	255	161	27	255	
35	34	255	161	27	255	
36	34	255	161	27	255	
37	34	255	161	27	255	
38	34	255	161	27	255	
39	34	255	161	27	255	
40	34	255	161	27	255	
41	34	255	161	27	255	
42	34	255	161	27	255	
43	34	255	161	27	255	
44	34	255	161	27	255	
45	34	255	161	27	255	
46	34	255	161	27	255	
47	34	255	161	27	255	
48	34	255	161	27	255	
49	34	255	161	27	255	
50	34	255	161	27	255	
51	34	255	161	27	255	
52	34	70	45	8	250	
2	35	10	7	2	250	
3	35	16	10	3	255	
4	35	239	151	25	255	
5	35	255	161	27	255	
6	35	89	56	9	255	
7	35	1	1	1	255	
8	35	227	143	24	255	
9	35	255	161	27	255	
10	35	255	161	27	255	
11	35	255	161	27	255	
12	35	255	161	27	255	
13	35	255	161	27	255	
14	35	255	161	27	255	
15	35	255	161	27	255	
16	35	255	161	27	255	
17	35	255	161	27	255	
18	35	255	161	27	255	
19	35	255	161	27	255	
20	35	255	161	27	255	
21	35	255	161	27	255	
22	35	255	161	27	255	
23	35	255	161	27	255	
24	35	255	161	27	255	
25	35	255	161	27	255	
26	35	255	161	27	255	
27	35	255	161	27	255	
28	35	255	161	27	255	
29	35	255	161	27	255	
30	35	255	161	27	255	
31	35	255	161	27	255	
32	35	255	161	27	255	
33	35	255	161	27	255	
34	35	255	161	27	255	
35	35	255	161	27	255	
36	35	255	161	27	255	
37	35	255	161	27	255	
38	35	255	161	27	255	
39	35	255	161	27	255	
40	35	255	161	27	255	
41	35	255	160	26	254	
42	35	255	161	27	255	
43	35	255	161	27	255	
44	35	255	161	27	255	
45	35	255	161	27	255	
46	35	255	161	27	255	
47	35	255	161	27	255	
48	35	255	161	27	255	
49	35	255	161	27	255	
50	35	255	161	27	255	
51	35	255	161	27	255	
52	35	131	83	14	255	
53	35	0	0	0	64	
2	36	6	4	1	236	
3	36	251	158	27	255	
4	36	255	161	27	255	
5	36	255	161	27	255	
6	36	251	158	27	255	
7	36	231	146	25	255	
8	36	255	161	27	255	
9	36	255	161	27	255	
10	36	249	157	26	255	
11	36	184	114	15	255	
12	36	209	131	19	255	
13	36	255	161	27	255	
14	36	255	161	27	255	
15	36	255	161	27	255	
16	36	255	161	27	255	
17	36	255	161	27	255	
18	36	255	161	27	255	
19	36	255	161	27	255	
20	36	255	161	27	255	
21	36	255	161	27	255	
22	36	255	161	27	255	
23	36	255	161	27	255	
24	36	255	161	27	255	
25	36	255	161	27	255	
26	36	255	161	27	255	
27	36	255	161	27	255	
28	36	255	161	27	255	
29	36	255	161	27	255	
30	36	255	161	27	255	
31	36	255	161	27	255	
32	36	255	161	27	255	
33	36	255	161	27	255	
34	36	255	161	27	255	
35	36	255	161	27	255	
36	36	255	161	27	255	
37	36	255	161	27	255	
38	36	255	160	26	254	
39	36	255	160	26	242	
40	36	255	161	27	255	
41	36	255	161	27	255	
42	36	255	161	27	255	
43	36	255	161	27	255	
44	36	255	161	27	255	
45	36	255	161	27	255	
46	36	255	161	27	255	
47	36	255	161	27	255	
48	36	255	161	27	255	
49	36	255	161	27	255	
50	36	255	161	27	255	
51	36	255	161	27	255	
52	36	185	117	20	255	
53	36	28	17	3	144	
2	37	22	16	2	92	
3	37	187	122	19	254	
4	37	0	0	0	255	
5	37	8	5	2	255	
6	37	245	155	26	255	
7	37	255	161	27	255	
8	37	255	161	27	255	
9	37	247	156	26	255	
10	37	170	105	13	255	
11	37	159	98	11	255	
12	37	161	99	11	255	
13	37	251	158	26	254	
14	37	255	161	27	255	
15	37	255	161	27	255	
16	37	255	161	27	255	
17	37	255	161	27	255	
18	37	255	161	27	255	
19	37	255	161	27	255	
20	37	255	161	27	255	
21	37	255	161	27	255	
22	37	255	161	27	255	
23	37	255	161	27	255	
24	37	255	161	27	255	
25	37	255	161	27	255	
26	37	255	161	27	255	
27	37	255	161	27	255	
28	37	255	161	27	255	
29	37	255	161	27	255	
30	37	255	161	27	255	
31	37	255	161	27	255	
32	37	255	161	27	255	
33	37	255	161	27	255	
34	37	255	161	27	255	
35	37	255	161	27	255	
36	37	255	161	27	255	
37	37	255	161	27	255	
38	37	255	161	27	255	
39	37	255	161	27	255	
40	37	255	161	27	255	
41	37	255	161	27	255	
42	37	255	161	27	255	
43	37	255	161	27	255	
44	37	255	161	27	255	
45	37	255	161	27	255	
46	37	255	161	27	255	
47	37	255	161	27	255	
48	37	255	161	27	255	
49	37	255	161	27	255	
50	37	255	161	27	255	
51	37	255	161	27	255	
52	37	215	136	23	255	
53	37	26	16	3	196	
3	38	22	18	3	226	
4	38	117	74	13	255	
5	38	96	60	8	255	
6	38	190	118	16	255	
7	38	192	120	17	255	
8	38	210	131	20	255	
9	38	163	100	12	255	
10	38	159	98	11	255	
11	38	160	99	11	255	
12	38	159	98	11	255	
13	38	237	149	24	255	
14	38	255	161	27	255	
15	38	255	161	27	255	
16	38	255	160	26	254	
17	38	255	161	27	255	
18	38	255	161	27	255	
19	38	255	161	27	255	
20	38	255	161	27	255	
21	38	255	161	27	255	
22	38	255	161	27	255	
23	38	255	161	27	255	
24	38	255	161	27	255	
25	38	255	161	27	255	
26	38	255	161	27	255	
27	38	255	161	27	255	
28	38	255	161	27	255	
29	38	255	161	27	255	
30	38	255	161	27	255	
31	38	255	161	27	255	
32	38	255	161	27	255	
33	38	255	161	27	255	
34	38	255	161	27	255	
35	38	255	161	27	255	
36	38	255	161	27	255	
37	38	255	161	27	255	
38	38	255	161	27	255	
39	38	255	161	27	255	
40	38	255	161	27	255	
41	38	255	161	27	255	
42	38	255	161	27	255	
43	38	255	161	27	255	
44	38	255	161	27	255	
45	38	255	161	27	255	
46	38	255	161	27	255	
47	38	255	161	27	255	
48	38	255	161	27	255	
49	38	255	161	27	255	
50	38	255	161	27	255	
51	38	255	161	27	255	
52	38	240	152	25	255	
53	38	11	7	0	227	
4	39	83	58	8	232	
5	39	151	93	10	254	
6	39	159	98	11	255	
7	39	159	98	11	255	
8	39	157	97	11	255	
9	39	140	86	9	249	
10	39	152	94	13	255	
11	39	136	85	10	255	
12	39	159	98	11	255	
13	39	198	123	17	255	
14	39	255	161	27	255	
15	39	255	161	27	255	
16	39	255	161	27	255	
17	39	255	160	26	254	
18	39	255	161	27	255	
19	39	255	161	27	255	
20	39	255	161	27	255	
21	39	255	161	27	255	
22	39	255	161	27	255	
23	39	255	161	27	255	
24	39	255	161	27	255	
25	39	255	161	27	255	
26	39	255	161	27	255	
27	39	255	161	27	255	
28	39	255	161	27	255	
29	39	255	161	27	255	
30	39	255	161	27	255	
31	39	255	161	27	255	
32	39	255	161	27	255	
33	39	255	161	27	255	
34	39	255	161	27	255	
35	39	255	161	27	255	
36	39	255	161	27	255	
37	39	255	161	27	255	
38	39	255	161	27	255	
39	39	255	161	27	255	
40	39	255	160	26	254	
41	39	255	161	27	255	
42	39	255	161	27	255	
43	39	255	161	27	255	
44	39	255	161	27	255	
45	39	255	161	27	255	
46	39	255	160	26	252	
47	39	255	161	27	255	
48	39	255	161	27	255	
49	39	255	161	27	255	
50	39	255	161	27	255	
51	39	255	161	27	255	
52	39	255	161	27	255	
53	39	27	17	2	204	
54	39	0	0	0	112	
5	40	19	13	2	116	
6	40	82	52	7	212	
7	40	34	21	1	169	
8	40	2	0	0	116	
9	40	17	11	1	129	
10	40	11	7	1	229	
11	40	98	61	7	255	
12	40	159	98	11	255	
13	40	163	101	12	255	
14	40	253	160	27	255	
15	40	255	161	27	255	
16	40	255	161	27	255	
17	40	255	160	26	254	
18	40	255	161	27	255	
19	40	255	161	27	255	
20	40	255	161	27	255	
21	40	255	161	27	255	
22	40	255	161	27	255	
23	40	255	161	27	255	
24	40	255	161	27	255	
25	40	255	161	27	255	
26	40	255	161	27	255	
27	40	255	161	27	255	
28	40	255	161	27	255	
29	40	255	161	27	255	
30	40	255	161	27	255	
31	40	255	161	27	255	
32	40	255	161	27	255	
33	40	255	161	27	255	
34	40	255	161	27	255	
35	40	255	161	27	255	
36	40	255	161	27	255	
37	40	255	161	27	255	
38	40	255	161	27	255	
39	40	255	160	25	226	
40	40	255	160	26	254	
41	40	255	161	27	255	
42	40	255	161	27	255	
43	40	255	161	27	255	
44	40	255	161	27	255	
45	40	241	152	25	255	
46	40	203	128	20	255	
47	40	249	157	26	255	
48	40	255	161	27	255	
49	40	255	161	27	255	
50	40	255	161	27	255	
51	40	255	161	27	255	
52	40	255	161	27	255	
53	40	139	88	15	255	
54	40	5	3	1	239	
11	41	51	31	3	225	
12	41	157	96	11	255	
13	41	159	98	11	255	
14	41	230	144	23	255	
15	41	255	161	27	255	
16	41	255	161	27	255	
17	41	255	161	27	255	
18	41	255	160	26	245	
19	41	255	161	27	255	
20	41	255	161	27	255	
21	41	255	161	27	255	
22	41	255	161	27	255	
23	41	255	161	27	255	
24	41	255	161	27	255	
25	41	255	161	27	255	
26	41	255	161	27	255	
27	41	255	161	27	255	
28	41	255	161	27	255	
29	41	255	161	27	255	
30	41	255	161	27	255	
31	41	255	161	27	255	
32	41	255	161	27	255	
33	41	255	161	27	255	
34	41	255	161	27	255	
35	41	255	161	27	255	
36	41	255	161	27	255	
37	41	255	161	27	255	
38	41	255	160	26	254	
39	41	255	161	27	255	
40	41	255	161	27	255	
41	41	255	160	26	251	
42	41	255	161	27	255	
43	41	255	161	27	255	
44	41	218	137	21	255	
45	41	132	82	9	255	
46	41	54	33	4	255	
47	41	162	100	12	255	
48	41	234	147	23	255	
49	41	255	161	27	255	
50	41	255	161	27	255	
51	41	255	161	27	255	
52	41	255	161	27	255	
53	41	226	143	24	255	
54	41	4	3	1	248	
12	42	90	55	6	250	
13	42	159	98	11	255	
14	42	171	106	13	255	
15	42	255	161	27	255	
16	42	255	161	27	255	
17	42	255	161	27	255	
18	42	255	161	27	255	
19	42	255	161	27	255	
20	42	255	161	27	255	
21	42	255	161	27	255	
22	42	255	161	27	255	
23	42	255	161	27	255	
24	42	255	161	27	255	
25	42	255	161	27	255	
26	42	255	161	27	255	
27	42	255	161	27	255	
28	42	255	161	27	255	
29	42	255	161	27	255	
30	42	255	161	27	255	
31	42	255	161	27	255	
32	42	255	161	27	255	
33	42	255	161	27	255	
34	42	255	161	27	255	
35	42	255	161	27	255	
36	42	255	161	27	255	
37	42	255	161	27	255	
38	42	255	161	27	255	
39	42	255	161	27	255	
40	42	255	160	26	248	
41	42	255	161	27	255	
42	42	255	161	27	255	
43	42	218	137	21	255	
44	42	160	98	11	255	
45	42	158	97	11	255	
46	42	37	23	3	255	
47	42	139	86	10	255	
48	42	159	98	11	255	
49	42	208	130	19	255	
50	42	255	161	27	255	
51	42	255	161	27	255	
52	42	255	161	27	255	
53	42	251	158	27	255	
54	42	89	56	9	232	
55	42	0	0	0	62	
12	43	11	8	1	152	
13	43	144	89	10	255	
14	43	159	98	11	255	
15	43	232	146	23	255	
16	43	255	161	27	255	
17	43	255	161	27	255	
18	43	255	161	27	255	
19	43	255	164	27	255	
20	43	255	161	27	255	
21	43	255	161	27	255	
22	43	255	161	27	255	
23	43	255	161	27	255	
24	43	255	161	27	255	
25	43	255	161	27	255	
26	43	255	161	27	255	
27	43	255	161	27	255	
28	43	255	161	27	255	
29	43	255	161	27	255	
30	43	255	161	27	255	
31	43	255	161	27	255	
32	43	255	161	27	255	
33	43	255	161	27	255	
34	43	255	161	27	255	
35	43	255	161	27	255	
36	43	255	161	27	255	
37	43	255	161	27	255	
38	43	255	160	26	253	
39	43	255	161	27	255	
40	43	255	161	27	255	
41	43	253	160	27	255	
42	43	208	130	19	255	
43	43	159	98	11	255	
44	43	159	98	11	255	
45	43	157	96	11	255	
46	43	37	23	3	243	
47	43	26	17	2	218	
48	43	143	88	10	255	
49	43	159	98	11	255	
50	43	178	111	14	255	
51	43	198	123	17	255	
52	43	191	119	16	255	
53	43	162	100	11	255	
54	43	132	82	11	255	
55	43	0	0	0	68	
13	44	68	42	5	246	
14	44	159	98	11	255	
15	44	165	102	12	255	
16	44	255	161	27	255	
17	44	255	161	27	255	
18	44	255	161	27	255	
19	44	255	161	27	255	
20	44	255	162	27	255	
21	44	255	161	27	255	
22	44	255	161	27	255	
23	44	255	161	27	255	
24	44	255	161	27	255	
25	44	255	161	27	255	
26	44	255	161	27	255	
27	44	255	161	27	255	
28	44	255	161	27	255	
29	44	255	161	27	255	
30	44	255	161	27	255	
31	44	255	161	27	255	
32	44	255	161	27	255	
33	44	255	161	27	255	
34	44	255	161	27	255	
35	44	255	161	27	255	
36	44	255	161	27	255	
37	44	255	161	27	255	
38	44	255	161	27	255	
39	44	248	157	26	255	
40	44	217	136	21	255	
41	44	165	102	12	255	
42	44	159	98	11	255	
43	44	159	98	11	255	
44	44	148	92	10	255	
45	44	43	27	4	255	
46	44	45	28	5	245	
48	44	21	13	1	154	
49	44	119	73	8	255	
50	44	158	98	11	255	
51	44	159	98	11	255	
52	44	159	98	11	255	
53	44	159	98	11	255	
54	44	116	71	8	255	
55	44	24	15	2	113	
13	45	35	21	2	93	
14	45	114	71	8	255	
15	45	159	98	11	255	
16	45	206	129	19	255	
17	45	255	161	27	255	
18	45	255	161	27	255	
19	45	255	161	27	255	
20	45	255	161	27	255	
21	45	255	161	27	255	
22	45	252	159	27	255	
23	45	229	144	22	255	
24	45	250	158	26	255	
25	45	255	161	27	255	
26	45	255	161	27	255	
27	45	255	161	27	255	
28	45	255	161	27	255	
29	45	255	161	27	255	
30	45	255	161	27	255	
31	45	255	161	27	255	
32	45	255	161	27	255	
33	45	255	161	27	255	
34	45	255	161	27	255	
35	45	255	161	27	255	
36	45	255	161	27	255	
37	45	234	147	23	255	
38	45	181	113	15	255	
39	45	160	99	11	255	
40	45	159	98	11	255	
41	45	159	98	11	255	
42	45	135	83	9	255	
43	45	43	27	4	255	
44	45	29	18	2	255	
45	45	125	77	9	255	
46	45	104	64	8	255	
47	45	0	0	0	65	
49	45	50	32	3	71	
50	45	37	23	3	249	
51	45	139	86	10	255	
52	45	159	98	11	255	
53	45	159	98	11	255	
54	45	117	72	8	255	
55	45	90	55	6	164	
14	46	23	14	1	228	
15	46	145	90	10	255	
16	46	159	98	11	255	
17	46	240	152	24	255	
18	46	255	161	27	255	
19	46	255	160	26	254	
20	46	255	161	27	255	
21	46	244	154	25	255	
22	46	168	103	13	255	
23	46	159	98	11	255	
24	46	174	108	14	255	
25	46	253	160	27	255	
26	46	255	161	27	255	
27	46	255	161	27	255	
28	46	255	161	27	255	
29	46	255	161	27	255	
30	46	255	161	27	255	
31	46	255	161	27	255	
32	46	252	159	26	255	
33	46	243	153	25	255	
34	46	213	134	20	255	
35	46	180	112	15	255	
36	46	160	98	11	255	
37	46	159	98	11	255	
38	46	159	98	11	255	
39	46	159	98	11	255	
40	46	150	93	11	255	
41	46	94	58	6	254	
42	46	13	8	1	234	
43	46	40	25	2	102	
44	46	124	77	9	255	
45	46	159	98	11	255	
46	46	115	71	8	255	
47	46	2	0	0	118	
51	46	29	18	2	182	
52	46	152	93	11	255	
53	46	159	98	11	255	
54	46	125	77	9	255	
55	46	65	40	6	194	
15	47	54	33	4	255	
16	47	159	98	11	255	
17	47	161	99	11	255	
18	47	192	120	17	255	
19	47	223	140	22	255	
20	47	202	126	18	255	
21	47	160	98	11	255	
22	47	159	98	11	255	
23	47	159	98	11	255	
24	47	159	98	11	255	
25	47	169	105	13	255	
26	47	230	144	22	255	
27	47	253	160	27	255	
28	47	255	160	26	254	
29	47	255	161	27	255	
30	47	204	128	18	255	
31	47	159	98	11	255	
32	47	159	98	11	255	
33	47	159	98	11	255	
34	47	159	98	11	255	
35	47	159	98	11	255	
36	47	159	98	11	255	
37	47	156	96	10	254	
38	47	126	76	8	232	
39	47	58	36	3	200	
40	47	28	17	0	90	
44	47	44	27	2	252	
45	47	158	98	11	255	
46	47	133	82	9	255	
47	47	22	13	1	212	
51	47	0	0	0	70	
52	47	158	99	14	247	
53	47	159	98	11	255	
54	47	175	109	16	255	
55	47	31	19	4	230	
15	48	15	10	1	163	
16	48	147	90	10	255	
17	48	159	98	11	255	
18	48	159	98	11	255	
19	48	159	98	11	255	
20	48	159	98	11	255	
21	48	159	98	11	255	
22	48	159	98	11	255	
23	48	159	98	11	255	
24	48	159	98	11	255	
25	48	159	98	11	255	
